shop,shop_url,website,category
NiceNecessity,https://www.etsy.com/shop/NiceNecessity,,kitchen
DroidWorksStudios,https://www.etsy.com/shop/DroidWorksStudios,,
VerticalMiraclesCo,https://www.etsy.com/shop/VerticalMiraclesCo,,coffee
Paralyse3D,https://www.etsy.com/shop/Paralyse3D,,functional
FusedVisions,https://www.etsy.com/shop/FusedVisions,,coffee and kitchen
MaxsquareStore,https://www.etsy.com/shop/MaxsquareStore,,kitchen
CremaLoop,https://www.etsy.com/shop/CremaLoop,cremaloop.com/pages/about-us,coffee
BaristaGadgets,https://www.etsy.com/shop/BaristaGadgets,,coffee and non 3dp parts
K2KustomsLLC,https://www.etsy.com/shop/K2KustomsLLC,,
PoppedPrinting,https://www.etsy.com/shop/PoppedPrinting,,
MarkvickaDesigns,https://www.etsy.com/shop/MarkvickaDesigns,,paint holders
MarksMandalas,https://www.etsy.com/shop/MarksMandalas,,paint holders
WormPopLabs,https://www.etsy.com/shop/WormPopLabs,,kitchen and house
DecorKrueger,https://www.etsy.com/shop/DecorKrueger,,
OffDaBench,https://www.etsy.com/shop/OffDaBench,,
3DSchmelzwerk,https://www.etsy.com/shop/3DSchmelzwerk,,
ShellypartsShop,https://www.etsy.com/shop/ShellypartsShop,,
UtilityCreations,https://www.etsy.com/shop/UtilityCreations,,skadis and drawers
DecordsStore,https://www.etsy.com/shop/DecordsStore,,interior design
DoodlesEmpire,https://www.etsy.com/shop/DoodlesEmpire,,shelves and deco
WyvernCAD,https://www.etsy.com/shop/WyvernCAD,,deco
DZNFORPPL,https://www.etsy.com/shop/DZNFORPPL,,
TheInsideJungle,https://www.etsy.com/shop/TheInsideJungle,,plant related
ideabaydesignstyle,https://www.etsy.com/shop/ideabaydesignstyle,,mushrooms
Williams3DShop,https://www.etsy.com/shop/Williams3DShop,,planters and organisers
MonarchDesignGB,https://www.etsy.com/shop/MonarchDesignGB,,
PrintsCharmingThreeD,https://www.etsy.com/shop/PrintsCharmingThreeD,,
NextGenModeling,https://www.etsy.com/shop/NextGenModeling,,
FablesandFilament,https://www.etsy.com/shop/FablesandFilament,,
ClemmyCreations,https://www.etsy.com/shop/ClemmyCreations,,cute and holders
LittleDorkyDesigns,https://www.etsy.com/shop/LittleDorkyDesigns,,
infinityprintworks3d,https://www.etsy.com/shop/infinityprintworks3d,,
Drimzy3D,https://www.etsy.com/shop/Drimzy3D,,
LayeredEleganceNL,https://www.etsy.com/shop/LayeredEleganceNL,,
backroadslab,https://www.etsy.com/shop/backroadslab,etsy.com/shop/backroadslab/?etsrc=sdt&utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=pazxh0bgnhzw0cmteac3j0ywzhchbfawqmmju2mjgxmdqwntu4aagnqu8i06fagtremeuqx1ukticpg-7sxgq8ab09bpsiv3igzadn_xecfi1ch8s_aem_x_tdjd3ezyf78btu0xdxmw,some bike parts
croak3dcraft,https://www.etsy.com/shop/croak3dcraft,instagram.com/croak3dcraft,
FlexiFactoryStore,https://www.etsy.com/shop/FlexiFactoryStore,,https://www.etsy.com/shop/FlexiFactoryStore
3dprintexplorer,https://www.etsy.com/shop/3dprintexplorer,,"product seller, https://www.etsy.com/shop/3dprintexplorer"
WoowConcept3D,https://www.etsy.com/shop/WoowConcept3D,,stl seller on etsy
